"taxon_name","n","native_to_europe","wcvp_accepted_id.x","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","tiles","area_km2","wcvp_status","wcvp_accepted_id.y","taxon_name.y","min_fr"
"Berberis diaphana",1,FALSE,2673702,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis dictyophylla",1,FALSE,2673709,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis empetrifolia",1,FALSE,2673747,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis eutriphylla",1,FALSE,2673755,"Berberidaceae","Berberis",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis gagnepainii",1,FALSE,2673804,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",44,82403.9272283406,"Accepted",2673804,"Berberis gagnepainii",1984
"Berberis heteropoda",2,FALSE,2673890,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis holstii",2,FALSE,2673907,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis humidoumbrosa",1,FALSE,2673922,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis ilicifolia",1,FALSE,2673936,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis integerrima",1,FALSE,2673955,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis jaeschkeana",1,FALSE,2673971,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis jamesiana",1,FALSE,2673975,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis japonica",2,FALSE,2673980,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",2333,4230555.69705469,"Accepted",2673980,"Berberis japonica",NA
"Berberis julianae",1,FALSE,2673994,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",378,641744.407394291,"Accepted",2673994,"Berberis julianae",1889
"Berberis koreana",2,FALSE,2674019,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",4,7251.58555474454,"Accepted",2674019,"Berberis koreana",NA
"Berberis kunawurensis var. kunawurensis",1,FALSE,3262261,"Berberidaceae","Berberis",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis lepidifolia",1,FALSE,2674050,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis ludlowii",1,FALSE,2674084,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis lycium",1,FALSE,2674093,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis morrisonensis",1,FALSE,2674167,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis oblonga",2,FALSE,2674217,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis parviflora",1,FALSE,2674258,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis polyantha",2,FALSE,2674307,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis pruinosa",1,FALSE,2674323,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis repens",2,FALSE,2674362,"Berberidaceae","Berberis",NA,NA,"Woody","Perennial",17,35024.3192052826,"Accepted",2674362,"Berberis repens",NA
"Berberis sargentiana",2,FALSE,2674406,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis sibirica",1,FALSE,2674429,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis sieboldii",2,FALSE,2674435,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis silva-taroucana",1,FALSE,2674441,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis thunbergii",27,FALSE,2674513,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",1064,1727736.24942949,"Accepted",2674513,"Berberis thunbergii",1864
"Berberis tsarongensis",1,FALSE,2674557,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis umbellata",1,FALSE,2674567,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis veitchii",1,FALSE,2674587,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",1,2527.50519892794,"Accepted",2674587,"Berberis veitchii",NA
"Berberis wallichiana",1,FALSE,2674640,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis wilsoniae",3,FALSE,2674666,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",34,64761.6043906893,"Accepted",2674666,"Berberis wilsoniae",1941
"Berberis yunnanensis",1,FALSE,2674686,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Berberis × bidentata",1,FALSE,2673488,"Berberidaceae","Berberis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Bergbambos tessellata",1,FALSE,488311,"Poaceae","Bergbambos","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Bergenia crassifolia",4,FALSE,2674805,"Saxifragaceae","Bergenia","Perennial","Non-Woody","Non-Woody","Perennial",1162,1879395.98267921,"Accepted",2674805,"Bergenia crassifolia",1800
"Bergenia crassifolia var. crassifolia",4,FALSE,3262273,"Saxifragaceae","Bergenia",NA,NA,"Non-Woody","Perennial",1,860.943934183994,"Accepted",3262273,"Bergenia crassifolia var. crassifolia",NA
"Bergia capensis",1,FALSE,514195,"Elatinaceae","Bergia","Annual","Non-Woody","Non-Woody","Annual",13,27701.0596160327,"Accepted",514195,"Bergia capensis",NA
"Beta corolliflora",1,FALSE,3302323,"Amaranthaceae","Beta","Perennial","Non-Woody","Non-Woody","Perennial",1,2480.48913508641,"Accepted",3302323,"Beta corolliflora",NA
"Bethencourtia palmensis",1,FALSE,3079369,"Asteraceae","Bethencourtia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Betonica macrantha",3,FALSE,21015,"Lamiaceae","Betonica","Perennial","Non-Woody","Non-Woody","Perennial",245,314788.515104319,"Accepted",21015,"Betonica macrantha",1912
"Betula alleghaniensis",6,FALSE,21135,"Betulaceae","Betula","Perennial","Woody","Woody","Perennial",7,15885.8820857131,"Accepted",21135,"Betula alleghaniensis",1990
"Betula costata",1,FALSE,21236,"Betulaceae","Betula","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Betula davurica",2,FALSE,21251,"Betulaceae","Betula",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA
"Betula ermanii",4,FALSE,21280,"Betulaceae","Betula","Perennial","Woody","Woody","Perennial",12,20569.1279339946,"Accepted",21280,"Betula ermanii",NA
"Betula fruticosa",1,FALSE,343069,"Betulaceae","Betula","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,2001
"Betula grossa",3,FALSE,21355,"Betulaceae","Betula","Perennial","Woody","Woody","Perennial",1,138.373324747892,"Accepted",21355,"Betula grossa",NA
"Betula maximowicziana",2,FALSE,21479,"Betulaceae","Betula","Perennial","Woody","Woody","Perennial",14,26703.1573005415,"Accepted",21479,"Betula maximowicziana",NA
"Betula medwediewii",1,FALSE,21484,"Betulaceae","Betula","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Betula nigra",3,FALSE,21527,"Betulaceae","Betula","Perennial","Woody","Woody","Perennial",32,55812.6620156958,"Accepted",21527,"Betula nigra",NA
"Betula occidentalis",1,FALSE,21535,"Betulaceae","Betula","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Betula papyrifera",8,FALSE,21557,"Betulaceae","Betula","Perennial","Woody","Woody","Perennial",92,155971.584314445,"Accepted",21557,"Betula papyrifera",1968
"Betula pendula subsp. mandshurica",7,FALSE,488094,"Betulaceae","Betula","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Betula pubescens var. litwinowii",2,FALSE,488135,"Betulaceae","Betula","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Betula pumila",2,FALSE,21671,"Betulaceae","Betula","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Betula tianschanica",1,FALSE,21758,"Betulaceae","Betula","Perennial","Woody","Woody","Perennial",1,2623.23461310997,"Accepted",21758,"Betula tianschanica",NA
"Betula utilis",4,FALSE,21791,"Betulaceae","Betula","Perennial","Woody","Woody","Perennial",69,131503.429146701,"Accepted",21791,"Betula utilis",1998
"Betula × caerulea",1,FALSE,21194,"Betulaceae","Betula","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Biancaea sappan",1,FALSE,2675694,"Fabaceae","Biancaea","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Bidens aurea",1,FALSE,3115851,"Asteraceae","Bidens","Perennial","Non-Woody","Non-Woody","Perennial",403,933061.170859591,"Accepted",3115851,"Bidens aurea",1915
"Bidens bipinnata",2,FALSE,2922697,"Asteraceae","Bidens","Annual","Non-Woody","Non-Woody","Annual",154,345159.684142432,"Accepted",2922697,"Bidens bipinnata",1805
"Bidens connata",2,FALSE,3116585,"Asteraceae","Bidens","Annual","Non-Woody","Non-Woody","Annual",379,715509.337823411,"Accepted",3116585,"Bidens connata",1865
"Bidens frondosa",7,FALSE,2925678,"Asteraceae","Bidens","Annual","Non-Woody","Non-Woody","Annual",1786,3506998.46810721,"Accepted",2925678,"Bidens frondosa",1814
"Bidens laevis",1,FALSE,3116782,"Asteraceae","Bidens","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Bidens pilosa",1,FALSE,2925686,"Asteraceae","Bidens","Annual","Non-Woody","Non-Woody","Annual",197,378528.89907206,"Accepted",2925686,"Bidens pilosa",1805
"Bilacunaria boissieri",2,FALSE,2675914,"Apiaceae","Bilacunaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blainvillea gayana",1,FALSE,3120150,"Asteraceae","Blainvillea","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Blitum nuttallianum",2,FALSE,2677615,"Amaranthaceae","Blitum","Annual","Non-Woody","Non-Woody","Annual",5,9711.13098037955,"Accepted",2677615,"Blitum nuttallianum",1858
"Bocconia frutescens",1,FALSE,2677862,"Papaveraceae","Bocconia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Boechera holboellii",1,FALSE,2678036,"Brassicaceae","Boechera","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Boehmeria nivea",2,FALSE,2678359,"Urticaceae","Boehmeria","Perennial",NA,NA,"Perennial",3,8861.33394153269,"Accepted",2678359,"Boehmeria nivea",NA
"Boltonia asteroides",1,FALSE,3102454,"Asteraceae","Boltonia","Perennial","Non-Woody","Non-Woody","Perennial",4,9736.47761414099,"Accepted",3102454,"Boltonia asteroides",NA
"Bonamia elegans",1,FALSE,483355,"Convolvulaceae","Bonamia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Borago trabutii",1,FALSE,2679699,"Boraginaceae","Borago","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Bosea amherstiana",1,FALSE,2680380,"Amaranthaceae","Bosea","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA
"Bosea yervamora",4,FALSE,2680385,"Amaranthaceae","Bosea","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Bothriochloa pertusa",1,FALSE,399362,"Poaceae","Bothriochloa","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Bougainvillea glabra",4,FALSE,2680754,"Nyctaginaceae","Bougainvillea","Perennial","Woody","Woody","Perennial",57,110643.354202521,"Accepted",2680754,"Bougainvillea glabra",2013
"Bougainvillea spectabilis",8,FALSE,2680780,"Nyctaginaceae","Bougainvillea","Perennial","Woody","Woody","Perennial",32,63845.2199957133,"Accepted",2680780,"Bougainvillea spectabilis",NA
"Bouteloua curtipendula",1,FALSE,399418,"Poaceae","Bouteloua","Perennial","Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",399418,"Bouteloua curtipendula",NA
"Brachychiton acerifolius",1,FALSE,2681178,"Malvaceae","Brachychiton","Perennial","Woody","Woody","Perennial",2,4175.70265361421,"Accepted",2681178,"Brachychiton acerifolius",NA
"Brachychiton discolor",2,FALSE,2681196,"Malvaceae","Brachychiton","Perennial","Woody","Woody","Perennial",14,27952.1846892984,"Accepted",2681196,"Brachychiton discolor",NA
"Brachychiton populneus",2,FALSE,2681224,"Malvaceae","Brachychiton","Perennial","Woody","Woody","Perennial",110,267888.365092295,"Accepted",2681224,"Brachychiton populneus",NA
"Brachypodium arbuscula",2,FALSE,399841,"Poaceae","Brachypodium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Brachyscome multifida",1,FALSE,3097241,"Asteraceae","Brachyscome","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Brahea armata",2,FALSE,24005,"Arecaceae","Brahea","Perennial","Woody","Woody","Perennial",5,16549.4172181437,"Accepted",24005,"Brahea armata",NA
"Brahea brandegeei",1,FALSE,24008,"Arecaceae","Brahea","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Brasiliopuntia brasiliensis",1,FALSE,2681944,"Cactaceae","Brasiliopuntia","Perennial","Woody","Woody","Perennial",5,11679.3156763677,"Accepted",2681944,"Brasiliopuntia brasiliensis",NA
"Brassica juncea",7,FALSE,2682298,"Brassicaceae","Brassica","Annual","Non-Woody","Non-Woody","Annual",494,899681.322509756,"Accepted",2682298,"Brassica juncea",1777
"Bromus armenus",1,FALSE,400656,"Poaceae","Bromus","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Bromus brachystachys",3,FALSE,400748,"Poaceae","Bromus","Annual","Non-Woody","Non-Woody","Annual",4,9284.66963265488,"Accepted",400748,"Bromus brachystachys",1928
"Bromus briziformis",2,FALSE,400758,"Poaceae","Bromus","Annual","Non-Woody","Non-Woody","Annual",10,23673.5195951013,"Accepted",400758,"Bromus briziformis",1881
"Bromus carinatus",7,FALSE,400793,"Poaceae","Bromus","Perennial","Non-Woody","Non-Woody","Perennial",371,710563.494583163,"Accepted",400793,"Bromus carinatus",1823
"Bromus catharticus",12,FALSE,400803,"Poaceae","Bromus",NA,"Non-Woody","Non-Woody","Annual",551,1157261.75421181,"Accepted",400803,"Bromus catharticus",1777
"Bromus ciliatus",1,FALSE,400822,"Poaceae","Bromus","Perennial","Non-Woody","Non-Woody","Perennial",2,3571.46980578638,"Accepted",400822,"Bromus ciliatus",NA
"Bromus marginatus",1,FALSE,401417,"Poaceae","Bromus","Perennial","Non-Woody","Non-Woody","Perennial",1,2150.0690725774,"Accepted",401417,"Bromus marginatus",1907
"Bromus pectinatus",1,FALSE,401615,"Poaceae","Bromus","Annual","Non-Woody","Non-Woody","Annual",6,13282.5649450648,"Accepted",401615,"Bromus pectinatus",1881
"Bromus sitchensis",1,FALSE,401951,"Poaceae","Bromus","Perennial","Non-Woody","Non-Woody","Perennial",196,367175.57613917,"Accepted",401951,"Bromus sitchensis",1850
"Broussonetia papyrifera",6,FALSE,2683772,"Moraceae","Broussonetia","Perennial","Woody","Woody","Perennial",672,1489952.74730874,"Accepted",2683772,"Broussonetia papyrifera",1885
"Brugmansia arborea",2,FALSE,2683995,"Solanaceae","Brugmansia","Perennial","Woody","Woody","Perennial",14,25672.8013529912,"Accepted",2683995,"Brugmansia arborea",NA
"Brunnera macrophylla",5,FALSE,2684249,"Boraginaceae","Brunnera","Perennial","Non-Woody","Non-Woody","Perennial",690,1127558.57111376,"Accepted",2684249,"Brunnera macrophylla",1796
"Brunnera orientalis",4,FALSE,2684253,"Boraginaceae","Brunnera","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Bryonia syriaca",1,FALSE,2684506,"Cucurbitaceae","Bryonia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Buddleja alternifolia",2,FALSE,2685301,"Scrophulariaceae","Buddleja","Perennial","Woody","Woody","Perennial",85,149028.062869761,"Accepted",2685301,"Buddleja alternifolia",1979
"Buddleja cordobensis",5,FALSE,2685372,"Scrophulariaceae","Buddleja","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Buddleja davidii",26,FALSE,2685390,"Scrophulariaceae","Buddleja","Perennial","Woody","Woody","Perennial",1282,2409068.71627309,"Accepted",2685390,"Buddleja davidii",1895
"Buddleja globosa",3,FALSE,2685433,"Scrophulariaceae","Buddleja","Perennial","Woody","Woody","Perennial",159,231009.801137525,"Accepted",2685433,"Buddleja globosa",1964
"Buddleja saligna",1,FALSE,2685596,"Scrophulariaceae","Buddleja","Perennial","Woody","Woody","Perennial",2,5644.46142698496,"Accepted",2685596,"Buddleja saligna",NA
"Bufonia virgata",1,FALSE,2685771,"Caryophyllaceae","Bufonia","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Bulbine frutescens",1,FALSE,301310,"Asphodelaceae","Bulbine","Perennial","Non-Woody","Non-Woody","Perennial",15,21302.8687044951,"Accepted",301310,"Bulbine frutescens",NA
"Bunium atlanticum",1,FALSE,2895663,"Apiaceae","Bunium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Bupleurum brevicaule",1,FALSE,2686459,"Apiaceae","Bupleurum","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Bupleurum heldreichii",1,FALSE,2686755,"Apiaceae","Bupleurum","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Bupleurum nodiflorum",1,FALSE,2686929,"Apiaceae","Bupleurum","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Bupleurum salicifolium subsp. aciphyllum",2,FALSE,2687125,"Apiaceae","Bupleurum",NA,NA,"Non-Woody","Annual",2,6293.39792342225,"Accepted",2687125,"Bupleurum salicifolium subsp. aciphyllum",NA
"Butia capitata",2,FALSE,28149,"Arecaceae","Butia","Perennial","Woody","Woody","Perennial",3,6867.49213139093,"Accepted",28149,"Butia capitata",NA
"Buxus microphylla",4,FALSE,2687938,"Buxaceae","Buxus","Perennial","Woody","Woody","Perennial",7,12142.3145877749,"Accepted",2687938,"Buxus microphylla",NA
"Buxus wallichiana",1,FALSE,2688038,"Buxaceae","Buxus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Bystropogon canariensis",4,FALSE,28221,"Lamiaceae","Bystropogon","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Bystropogon maderensis",2,FALSE,28239,"Lamiaceae","Bystropogon","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA
"Bystropogon odoratissimus",1,FALSE,28248,"Lamiaceae","Bystropogon","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Bystropogon origanifolius",6,FALSE,28249,"Lamiaceae","Bystropogon","Perennial","Woody","Woody","Perennial",1,3572.22449349669,"Accepted",28249,"Bystropogon origanifolius",NA
"Bystropogon plumosus",3,FALSE,28259,"Lamiaceae","Bystropogon","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA
"Bystropogon punctatus",1,FALSE,28262,"Lamiaceae","Bystropogon","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA
"Caiophora cirsiifolia",1,FALSE,2690207,"Loasaceae","Caiophora","Perennial",NA,NA,"Perennial",NA,NA,NA,NA,NA,NA
"Cajanus cajan",3,FALSE,2690294,"Fabaceae","Cajanus","Perennial","Woody","Woody","Perennial",3,6750.79216824597,"Accepted",2690294,"Cajanus cajan",NA
"Calamagrostis canadensis",3,FALSE,402503,"Poaceae","Calamagrostis","Perennial","Non-Woody","Non-Woody","Perennial",7,14596.1730834769,"Accepted",402503,"Calamagrostis canadensis",NA
"Calandrinia ciliata",1,FALSE,2690563,"Montiaceae","Calandrinia","Annual","Non-Woody","Non-Woody","Annual",5,5132.10617185858,"Accepted",2690563,"Calandrinia ciliata",1900
"Calendula maroccana",1,FALSE,3198756,"Asteraceae","Calendula","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Calendula suffruticosa subsp. maderensis",1,FALSE,3086982,"Asteraceae","Calendula",NA,NA,"Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Callianthe peruviana",1,FALSE,3001862,"Malvaceae","Callianthe",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA
"Callianthe picta",1,FALSE,2994982,"Malvaceae","Callianthe","Perennial","Woody","Woody","Perennial",22,46706.996292027,"Accepted",2994982,"Callianthe picta",NA
"Callianthe striata",2,FALSE,2994977,"Malvaceae","Callianthe",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA
"Callianthemum angustifolium",1,FALSE,2692410,"Ranunculaceae","Callianthemum","Perennial","Non-Woody","Non-Woody","Perennial",1,1700.24108413089,"Accepted",2692410,"Callianthemum angustifolium",NA
"Callicarpa bodinieri",5,FALSE,30688,"Lamiaceae","Callicarpa","Perennial","Woody","Woody","Perennial",57,94662.6139077707,"Accepted",30688,"Callicarpa bodinieri",2011
"Calligonum comosum",4,FALSE,2692499,"Polygonaceae","Calligonum","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Callistephus chinensis",18,FALSE,3100089,"Asteraceae","Callistephus","Annual","Non-Woody","Non-Woody","Annual",652,1241242.79727105,"Accepted",3100089,"Callistephus chinensis",1804
"Callitris gracilis",1,FALSE,382357,"Cupressaceae","Callitris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callitropsis nootkatensis",5,FALSE,456789,"Cupressaceae","Callitropsis","Perennial","Woody","Woody","Perennial",5,13455.1954046863,"Accepted",456789,"Callitropsis nootkatensis",1860
"Calocedrus decurrens",4,FALSE,382424,"Cupressaceae","Calocedrus","Perennial","Woody","Woody","Perennial",70,154850.492360704,"Accepted",382424,"Calocedrus decurrens",2017
"Calotropis procera",8,FALSE,502091,"Apocynaceae","Calotropis","Perennial","Woody","Woody","Perennial",1,2975.15850957465,"Accepted",502091,"Calotropis procera",NA
"Calycanthus floridus",1,FALSE,382441,"Calycanthaceae","Calycanthus","Perennial","Woody","Woody","Perennial",6,10940.2301219433,"Accepted",382441,"Calycanthus floridus",NA
"Calystegia hederacea",1,FALSE,483508,"Convolvulaceae","Calystegia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,1986
"Calystegia macounii",1,FALSE,483519,"Convolvulaceae","Calystegia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Calystegia malacophylla",1,FALSE,483527,"Convolvulaceae","Calystegia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Calystegia occidentalis",1,FALSE,483535,"Convolvulaceae","Calystegia","Perennial","Woody","Woody","Perennial",1,3572.22449349669,"Accepted",483535,"Calystegia occidentalis",NA
"Calystegia occidentalis subsp. occidentalis",1,FALSE,486991,"Convolvulaceae","Calystegia",NA,NA,"Non-Woody","Perennial",1,3572.22449349669,"Accepted",486991,"Calystegia occidentalis subsp. occidentalis",NA
"Calystegia pellita",1,FALSE,483542,"Convolvulaceae","Calystegia","Perennial","Non-Woody","Non-Woody","Perennial",247,291711.653890761,"Accepted",483542,"Calystegia pellita",NA
"Calystegia pubescens",2,FALSE,483547,"Convolvulaceae","Calystegia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Calystegia purpurata",1,FALSE,483549,"Convolvulaceae","Calystegia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Calystegia spithamaea",2,FALSE,483587,"Convolvulaceae","Calystegia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Calystegia × pulchra",1,FALSE,483548,"Convolvulaceae","Calystegia",NA,NA,"Non-Woody","Perennial",478,740738.868702489,"Accepted",483548,"Calystegia × pulchra",1850
"Camelina laxa",1,FALSE,2694386,"Brassicaceae","Camelina","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,1958
"Camellia japonica",14,FALSE,2694618,"Theaceae","Camellia","Perennial","Woody","Woody","Perennial",99,173850.580812291,"Accepted",2694618,"Camellia japonica",NA
"Camellia sinensis",5,FALSE,2694880,"Theaceae","Camellia","Perennial","Woody","Woody","Perennial",1,2388.18794295858,"Accepted",2694880,"Camellia sinensis",NA
"Campanula alliariifolia",6,FALSE,363888,"Campanulaceae","Campanula","Perennial","Non-Woody","Non-Woody","Perennial",89,152328.621172746,"Accepted",363888,"Campanula alliariifolia",1943
"Campanula grandis",1,FALSE,364787,"Campanulaceae","Campanula",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Campanula grandis subsp. grandis",1,FALSE,375978,"Campanulaceae","Campanula",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Campanula hagielia",1,FALSE,364801,"Campanulaceae","Campanula","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Campanula lactiflora",6,FALSE,364981,"Campanulaceae","Campanula","Perennial","Non-Woody","Non-Woody","Perennial",217,337840.044910821,"Accepted",364981,"Campanula lactiflora",1869
"Campanula punctata",2,FALSE,365689,"Campanulaceae","Campanula","Perennial","Non-Woody","Non-Woody","Perennial",27,37644.746900396,"Accepted",365689,"Campanula punctata",2005
"Campanula sarmatica",1,FALSE,366165,"Campanulaceae","Campanula","Perennial","Non-Woody","Non-Woody","Perennial",1,1923.13500397751,"Accepted",366165,"Campanula sarmatica",NA
"Campanula strigosa",1,FALSE,366456,"Campanulaceae","Campanula","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Campanula tomentosa",1,FALSE,366530,"Campanulaceae","Campanula","Perennial","Non-Woody","Non-Woody","Perennial",1,2872.05558916273,"Accepted",366530,"Campanula tomentosa",NA
"Campanula tridentata",1,FALSE,366588,"Campanulaceae","Campanula","Perennial","Non-Woody","Non-Woody","Perennial",1,1923.13500397751,"Accepted",366588,"Campanula tridentata",NA
"Campeiostachys dahurica",2,FALSE,3302491,"Poaceae","Campeiostachys",NA,NA,NA,NA,NA,NA,NA,NA,NA,1961
"Camphora officinarum",2,FALSE,2695178,"Lauraceae","Camphora","Perennial","Woody","Woody","Perennial",1,603.478160117519,"Accepted",2695178,"Camphora officinarum",NA
"Campsis grandiflora",3,FALSE,320344,"Bignoniaceae","Campsis","Perennial","Woody","Woody","Perennial",32,66782.9986253767,"Accepted",320344,"Campsis grandiflora",NA
