"taxon_name","n","native_to_europe","wcvp_accepted_id.x","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","tiles","area_km2","wcvp_status","wcvp_accepted_id.y","taxon_name.y","min_fr"
"Artemisia campestris subsp. campestris",11,TRUE,3107791,"Asteraceae","Artemisia",NA,NA,"Non-Woody","Perennial",1950,3420772.93500109,"Accepted",3107791,"Artemisia campestris subsp. campestris",NA
"Artemisia campestris subsp. glutinosa",21,TRUE,3107843,"Asteraceae","Artemisia",NA,NA,"Non-Woody","Perennial",1950,3420772.93500109,"Accepted",3107843,"Artemisia campestris subsp. glutinosa",NA
"Artemisia campestris subsp. variabilis",6,TRUE,3107871,"Asteraceae","Artemisia",NA,NA,"Non-Woody","Perennial",16,33045.5037795521,"Accepted",3107871,"Artemisia campestris subsp. variabilis",NA
"Artemisia chamaemelifolia",3,TRUE,3107906,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",32,68213.0821332836,"Accepted",3107906,"Artemisia chamaemelifolia",NA
"Artemisia cina",1,FALSE,2921988,"Asteraceae","Artemisia","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Artemisia crithmifolia",17,TRUE,3107969,"Asteraceae","Artemisia",NA,NA,"Non-Woody","Perennial",82,124067.448801318,"Accepted",3107969,"Artemisia crithmifolia",NA
"Artemisia dracunculus",22,TRUE,2901163,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",1115,2198548.28215007,"Accepted",2901163,"Artemisia dracunculus",1807
"Artemisia eriantha",1,TRUE,3108861,"Asteraceae","Artemisia",NA,NA,"Non-Woody","Perennial",35,68215.6799885605,"Accepted",3108861,"Artemisia eriantha",NA
"Artemisia fragrans",11,FALSE,3109010,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",15,24842.6407723027,"Accepted",3109010,"Artemisia fragrans",NA
"Artemisia frigida",2,TRUE,3108029,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",47,72983.0924164563,"Accepted",3108029,"Artemisia frigida",NA
"Artemisia genipi",2,TRUE,3198032,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",54,85532.2586375514,"Accepted",3198032,"Artemisia genipi",NA
"Artemisia glacialis",1,TRUE,3108057,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",36,60295.9604600536,"Accepted",3108057,"Artemisia glacialis",NA
"Artemisia glauca",2,TRUE,2901172,"Asteraceae","Artemisia",NA,NA,"Non-Woody","Perennial",21,26559.1891795974,"Accepted",2901172,"Artemisia glauca",NA
"Artemisia herba-alba",45,TRUE,3109057,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",96,288105.462694359,"Accepted",3109057,"Artemisia herba-alba",NA
"Artemisia herba-alba subsp. valentina",1,TRUE,3300556,"Asteraceae","Artemisia",NA,NA,"Non-Woody","Perennial",96,288105.462694359,"Accepted",3300556,"Artemisia herba-alba subsp. valentina",NA
"Artemisia incana",1,FALSE,3108133,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Artemisia judaica",2,FALSE,3108164,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Artemisia laciniata",2,TRUE,3108237,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",12,18928.7091015875,"Accepted",3108237,"Artemisia laciniata",NA
"Artemisia latifolia",1,TRUE,3108278,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",105,179477.248478302,"Accepted",3108278,"Artemisia latifolia",1997
"Artemisia leucophylla",1,TRUE,2901502,"Asteraceae","Artemisia",NA,"Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Artemisia ludoviciana",3,FALSE,2922554,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",82,125420.180752981,"Accepted",2922554,"Artemisia ludoviciana",1850
"Artemisia maritima",54,TRUE,2922591,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",293,339521.136640299,"Accepted",2922591,"Artemisia maritima",1882
"Artemisia mendozana var. mendozana",1,FALSE,3267146,"Asteraceae","Artemisia",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Artemisia monosperma",2,FALSE,3108406,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Artemisia montana",3,FALSE,3108409,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Artemisia nitrosa",1,TRUE,3109163,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",33,54351.9260454608,"Accepted",3109163,"Artemisia nitrosa",NA
"Artemisia oelandica",1,TRUE,3108484,"Asteraceae","Artemisia",NA,NA,"Non-Woody","Perennial",4,3356.39699823518,"Accepted",3108484,"Artemisia oelandica",NA
"Artemisia pedemontana",1,TRUE,3198060,"Asteraceae","Artemisia","Perennial",NA,"Non-Woody","Perennial",26,78598.8310078678,"Accepted",3198060,"Artemisia pedemontana",NA
"Artemisia pontica",15,TRUE,3108556,"Asteraceae","Artemisia","Perennial",NA,"Non-Woody","Perennial",338,601834.628193509,"Accepted",3108556,"Artemisia pontica",1700
"Artemisia princeps",1,FALSE,3108571,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",8,11095.2616416975,"Accepted",3108571,"Artemisia princeps",1911
"Artemisia ramosa",2,FALSE,3109201,"Asteraceae","Artemisia",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Artemisia rubripes",1,TRUE,2901510,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",6,8851.51738542721,"Accepted",2901510,"Artemisia rubripes",NA
"Artemisia rupestris",4,TRUE,3108620,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",48,58782.0891051981,"Accepted",3108620,"Artemisia rupestris",NA
"Artemisia salsoloides",1,TRUE,3108686,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",78,145363.47513151,"Accepted",3108686,"Artemisia salsoloides",NA
"Artemisia santonicum",17,TRUE,3109129,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",203,368859.113617363,"Accepted",3109129,"Artemisia santonicum",NA
"Artemisia schmidtiana",1,FALSE,3108692,"Asteraceae","Artemisia","Perennial",NA,"Non-Woody","Perennial",2,2664.55468225303,"Accepted",3108692,"Artemisia schmidtiana",NA
"Artemisia scoparia",20,TRUE,2901465,"Asteraceae","Artemisia",NA,"Non-Woody","Non-Woody","Perennial",223,410506.59472649,"Accepted",2901465,"Artemisia scoparia",1901
"Artemisia selengensis",1,FALSE,3108698,"Asteraceae","Artemisia",NA,NA,"Non-Woody","Perennial",16,31880.0382439278,"Accepted",3108698,"Artemisia selengensis",1927
"Artemisia serrata",1,FALSE,3108623,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Artemisia sieberi",1,FALSE,3109250,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Artemisia sieversiana",4,FALSE,3108715,"Asteraceae","Artemisia",NA,"Non-Woody","Non-Woody","Perennial",192,317731.712236523,"Accepted",3108715,"Artemisia sieversiana",1805
"Artemisia suksdorfii",1,FALSE,3108786,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Artemisia tanacetifolia",1,TRUE,3108801,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",13,15759.3307727005,"Accepted",3108801,"Artemisia tanacetifolia",NA
"Artemisia taurica",7,TRUE,3109009,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",38,61382.7828957645,"Accepted",3109009,"Artemisia taurica",NA
"Artemisia terrae-albae",1,FALSE,3109283,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Artemisia thuscula",37,FALSE,3108808,"Asteraceae","Artemisia","Perennial","Woody","Woody","Perennial",5,16199.0495510237,"Accepted",3108808,"Artemisia thuscula",NA
"Artemisia tilesii",2,TRUE,3108822,"Asteraceae","Artemisia","Perennial",NA,"Non-Woody","Perennial",53,54888.4568010966,"Accepted",3108822,"Artemisia tilesii",NA
"Artemisia umbelliformis",7,TRUE,3108845,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",91,160297.155525638,"Accepted",3108845,"Artemisia umbelliformis",NA
"Artemisia umbrosa",1,TRUE,3108285,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",32,62471.1864795172,"Accepted",3108285,"Artemisia umbrosa",1955
"Artemisia vallesiaca",2,TRUE,3109141,"Asteraceae","Artemisia","Perennial",NA,"Non-Woody","Perennial",7,11643.2066016472,"Accepted",3109141,"Artemisia vallesiaca",NA
"Artemisia verlotiorum",26,FALSE,2901499,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",687,1453344.52946046,"Accepted",2901499,"Artemisia verlotiorum",1895
"Artemisia vulgaris",211,TRUE,2922622,"Asteraceae","Artemisia","Perennial","Non-Woody","Non-Woody","Perennial",3704,5889250.67747494,"Accepted",2922622,"Artemisia vulgaris",1551
"Arthrocaulon macrostachyum",13,TRUE,3014186,"Amaranthaceae","Arthrocaulon","Perennial","Woody","Woody","Perennial",125,212737.565007673,"Accepted",3014186,"Arthrocaulon macrostachyum",NA
"Artocarpus altilis",1,FALSE,2653919,"Moraceae","Artocarpus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Arum besserianum",1,TRUE,16052,"Araceae","Arum","Perennial","Non-Woody","Non-Woody","Perennial",22,55098.3866645379,"Accepted",16052,"Arum besserianum",NA
"Arum creticum",1,TRUE,16088,"Araceae","Arum","Perennial","Non-Woody","Non-Woody","Perennial",7,7444.37662548881,"Accepted",16088,"Arum creticum",NA
"Arum cylindraceum",1,TRUE,16095,"Araceae","Arum","Perennial","Non-Woody","Non-Woody","Perennial",255,488361.490917055,"Accepted",16095,"Arum cylindraceum",NA
"Arum cylindraceum subsp. cylindraceum",2,TRUE,475398,"Araceae","Arum",NA,NA,"Non-Woody","Perennial",1,2395.4285686703,"Accepted",475398,"Arum cylindraceum subsp. cylindraceum",NA
"Arum italicum",5,TRUE,16186,"Araceae","Arum","Perennial","Non-Woody","Non-Woody","Perennial",1209,2387911.64744859,"Accepted",16186,"Arum italicum",1799
"Arum italicum subsp. canariense",1,FALSE,16191,"Araceae","Arum",NA,NA,"Non-Woody","Perennial",1209,2387911.64744859,"Accepted",16191,"Arum italicum subsp. canariense",NA
"Arum italicum subsp. neglectum",1,TRUE,16212,"Araceae","Arum",NA,NA,"Non-Woody","Perennial",1209,2387911.64744859,"Accepted",16212,"Arum italicum subsp. neglectum",NA
"Arum maculatum",7,TRUE,16240,"Araceae","Arum","Perennial","Non-Woody","Non-Woody","Perennial",1090,2078565.31387504,"Accepted",16240,"Arum maculatum",1700
"Arum orientale",3,TRUE,16301,"Araceae","Arum",NA,NA,"Non-Woody","Perennial",33,71006.7690450768,"Accepted",16301,"Arum orientale",NA
"Arum orientale subsp. orientale",2,TRUE,16320,"Araceae","Arum","Perennial","Non-Woody","Non-Woody","Perennial",7,19845.570217863,"Accepted",16320,"Arum orientale subsp. orientale",NA
"Aruncus dioicus",15,TRUE,2942383,"Rosaceae","Aruncus","Perennial","Non-Woody","Non-Woody","Perennial",1729,2851738.39998765,"Accepted",2942383,"Aruncus dioicus",1800
"Arundo donax",43,FALSE,396629,"Poaceae","Arundo","Perennial",NA,"Non-Woody","Perennial",653,1391912.77645032,"Accepted",396629,"Arundo donax",1846
"Arundo plinii",3,TRUE,396738,"Poaceae","Arundo","Perennial","Non-Woody","Non-Woody","Perennial",51,124523.607778883,"Accepted",396738,"Arundo plinii",NA
"Asarina procumbens",2,TRUE,2654242,"Plantaginaceae","Asarina","Perennial","Non-Woody","Non-Woody","Perennial",114,228948.175010448,"Accepted",2654242,"Asarina procumbens",1938
"Asarum caudatum",1,FALSE,2654279,"Aristolochiaceae","Asarum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Asarum europaeum",7,TRUE,2654312,"Aristolochiaceae","Asarum","Perennial","Non-Woody","Non-Woody","Perennial",2094,3694590.4322496,"Accepted",2654312,"Asarum europaeum",1640
"Asarum heterotropoides",1,FALSE,2654341,"Aristolochiaceae","Asarum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Asarum lemmonii",1,FALSE,2654372,"Aristolochiaceae","Asarum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Asarum sieboldii",1,FALSE,2654443,"Aristolochiaceae","Asarum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Asclepias curassavica",7,FALSE,500848,"Apocynaceae","Asclepias","Perennial","Non-Woody","Non-Woody","Perennial",46,81727.6762420779,"Accepted",500848,"Asclepias curassavica",1948
"Asclepias incarnata",4,FALSE,501004,"Apocynaceae","Asclepias","Perennial","Non-Woody","Non-Woody","Perennial",6,10650.5608350548,"Accepted",501004,"Asclepias incarnata",1987
"Asclepias syriaca",8,FALSE,501428,"Apocynaceae","Asclepias","Perennial","Non-Woody","Non-Woody","Perennial",767,1517266.72444608,"Accepted",501428,"Asclepias syriaca",1786
"Asclepias tuberosa",3,FALSE,501455,"Apocynaceae","Asclepias","Perennial","Non-Woody","Non-Woody","Perennial",15,32154.5547612706,"Accepted",501455,"Asclepias tuberosa",NA
"Asparagus acutifolius",19,TRUE,274916,"Asparagaceae","Asparagus","Perennial","Non-Woody","Non-Woody","Perennial",550,1205061.52885729,"Accepted",274916,"Asparagus acutifolius",1928
"Asparagus aethiopicus",5,FALSE,274924,"Asparagaceae","Asparagus","Perennial","Non-Woody","Non-Woody","Perennial",28,53593.1605487099,"Accepted",274924,"Asparagus aethiopicus",NA
"Asparagus albus",5,TRUE,274938,"Asparagaceae","Asparagus","Perennial","Non-Woody","Non-Woody","Perennial",184,412314.676185041,"Accepted",274938,"Asparagus albus",NA
"Asparagus aphyllus",4,TRUE,274949,"Asparagaceae","Asparagus","Perennial","Non-Woody","Non-Woody","Perennial",127,261965.040906429,"Accepted",274949,"Asparagus aphyllus",NA
"Asparagus aphyllus subsp. orientalis",2,TRUE,274950,"Asparagaceae","Asparagus",NA,NA,"Non-Woody","Perennial",10,11653.9859974183,"Accepted",274950,"Asparagus aphyllus subsp. orientalis",NA
"Asparagus densiflorus",2,FALSE,275016,"Asparagaceae","Asparagus","Perennial","Non-Woody","Non-Woody","Perennial",24,39224.5708222384,"Accepted",275016,"Asparagus densiflorus",NA
"Asparagus horridus",6,TRUE,275099,"Asparagaceae","Asparagus","Perennial","Woody","Woody","Perennial",90,194215.22212191,"Accepted",275099,"Asparagus horridus",NA
"Asparagus maritimus",4,TRUE,275155,"Asparagaceae","Asparagus","Perennial","Non-Woody","Non-Woody","Perennial",43,67080.0173228372,"Accepted",275155,"Asparagus maritimus",NA
"Asparagus nesiotes subsp. purpuriensis",1,FALSE,275190,"Asparagaceae","Asparagus",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Asparagus officinalis",28,TRUE,275197,"Asparagaceae","Asparagus","Perennial","Non-Woody","Non-Woody","Perennial",2182,3969380.9969643,"Accepted",275197,"Asparagus officinalis",1597
"Asparagus pastorianus",1,FALSE,275218,"Asparagaceae","Asparagus","Perennial","Non-Woody","Non-Woody","Perennial",4,14683.2747561455,"Accepted",275218,"Asparagus pastorianus",NA
"Asparagus scoparius",1,FALSE,275288,"Asparagaceae","Asparagus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Asparagus setaceus",4,FALSE,275292,"Asparagaceae","Asparagus","Perennial","Non-Woody","Non-Woody","Perennial",66,121170.248817904,"Accepted",275292,"Asparagus setaceus",NA
"Asparagus tenuifolius",1,TRUE,275331,"Asparagaceae","Asparagus","Perennial","Non-Woody","Non-Woody","Perennial",154,358603.309951378,"Accepted",275331,"Asparagus tenuifolius",1931
"Asparagus verticillatus",1,TRUE,275358,"Asparagaceae","Asparagus","Perennial","Non-Woody","Non-Woody","Perennial",60,103628.67695557,"Accepted",275358,"Asparagus verticillatus",NA
"Asperugo procumbens",11,TRUE,2656106,"Boraginaceae","Asperugo","Annual","Non-Woody","Non-Woody","Annual",1384,2424339.63655596,"Accepted",2656106,"Asperugo procumbens",1600
"Asperula arvensis",1,TRUE,16706,"Rubiaceae","Asperula","Annual","Non-Woody","Non-Woody","Annual",537,1228107.97860273,"Accepted",16706,"Asperula arvensis",1803
"Asperula glomerata",1,FALSE,16864,"Rubiaceae","Asperula","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Asperula taurina",1,TRUE,17145,"Rubiaceae","Asperula","Perennial","Non-Woody","Non-Woody","Perennial",252,537897.779321537,"Accepted",17145,"Asperula taurina",1835
"Asperula tinctoria",9,TRUE,17159,"Rubiaceae","Asperula","Perennial","Non-Woody","Non-Woody","Perennial",478,863270.709663766,"Accepted",17159,"Asperula tinctoria",1835
"Asperula xylorrhiza",1,FALSE,17187,"Rubiaceae","Asperula","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Asphodeline liburnica",1,TRUE,275396,"Asphodelaceae","Asphodeline","Perennial","Non-Woody","Non-Woody","Perennial",52,100404.54774955,"Accepted",275396,"Asphodeline liburnica",NA
"Asphodeline lutea",5,TRUE,275397,"Asphodelaceae","Asphodeline","Perennial","Non-Woody","Non-Woody","Perennial",246,509217.499029781,"Accepted",275397,"Asphodeline lutea",NA
"Asphodeline taurica",2,TRUE,275410,"Asphodelaceae","Asphodeline","Perennial","Non-Woody","Non-Woody","Perennial",27,44709.287768168,"Accepted",275410,"Asphodeline taurica",NA
"Asphodelus aestivus",8,TRUE,275439,"Asphodelaceae","Asphodelus","Perennial","Non-Woody","Non-Woody","Perennial",141,347158.257957074,"Accepted",275439,"Asphodelus aestivus",NA
"Asphodelus albus",11,TRUE,275445,"Asphodelaceae","Asphodelus","Perennial","Non-Woody","Non-Woody","Perennial",438,1078884.64573306,"Accepted",275445,"Asphodelus albus",1971
"Asphodelus albus subsp. delphinensis",2,TRUE,275453,"Asphodelaceae","Asphodelus",NA,NA,"Non-Woody","Perennial",438,1078884.64573306,"Accepted",275453,"Asphodelus albus subsp. delphinensis",NA
"Asphodelus albus subsp. occidentalis",1,TRUE,275463,"Asphodelaceae","Asphodelus",NA,NA,"Non-Woody","Perennial",438,1078884.64573306,"Accepted",275463,"Asphodelus albus subsp. occidentalis",NA
"Asphodelus cerasiferus",6,TRUE,275496,"Asphodelaceae","Asphodelus","Perennial","Non-Woody","Non-Woody","Perennial",186,477501.88338646,"Accepted",275496,"Asphodelus cerasiferus",NA
"Asphodelus fistulosus",7,TRUE,275522,"Asphodelaceae","Asphodelus","Perennial","Non-Woody","Non-Woody","Perennial",329,714428.390842096,"Accepted",275522,"Asphodelus fistulosus",1887
"Asphodelus lusitanicus",1,TRUE,275547,"Asphodelaceae","Asphodelus","Perennial","Non-Woody","Non-Woody","Perennial",39,93518.785172812,"Accepted",275547,"Asphodelus lusitanicus",NA
"Asphodelus macrocarpus",2,TRUE,275550,"Asphodelaceae","Asphodelus","Perennial","Non-Woody","Non-Woody","Perennial",223,548964.899450905,"Accepted",275550,"Asphodelus macrocarpus",NA
"Asphodelus ramosus",22,TRUE,275588,"Asphodelaceae","Asphodelus","Perennial","Non-Woody","Non-Woody","Perennial",439,928630.670542398,"Accepted",275588,"Asphodelus ramosus",NA
"Asphodelus tenuifolius",1,TRUE,275622,"Asphodelaceae","Asphodelus","Annual","Non-Woody","Non-Woody","Annual",56,113079.191265919,"Accepted",275622,"Asphodelus tenuifolius",1887
"Aspidistra elatior",4,FALSE,275646,"Asparagaceae","Aspidistra","Perennial","Non-Woody","Non-Woody","Perennial",6,9977.74984944034,"Accepted",275646,"Aspidistra elatior",NA
"Asplenium adiantum-nigrum",4,TRUE,3145638,"Aspleniaceae","Asplenium","Perennial","Non-Woody","Non-Woody","Perennial",1008,1901436.77243778,"Accepted",3145638,"Asplenium adiantum-nigrum",NA
"Asplenium ceterach",4,TRUE,3145781,"Aspleniaceae","Asplenium","Perennial","Non-Woody","Non-Woody","Perennial",1160,2366108.04696047,"Accepted",3145781,"Asplenium ceterach",1940
"Asplenium daucifolium",1,FALSE,3144492,"Aspleniaceae","Asplenium",NA,"Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",3144492,"Asplenium daucifolium",NA
"Asplenium hemionitis",2,TRUE,3147466,"Aspleniaceae","Asplenium",NA,"Non-Woody","Non-Woody","Perennial",9,15943.3714896406,"Accepted",3147466,"Asplenium hemionitis",NA
"Asplenium lepidum",1,TRUE,3147521,"Aspleniaceae","Asplenium",NA,NA,"Non-Woody","Perennial",18,34732.3702210949,"Accepted",3147521,"Asplenium lepidum",NA
"Asplenium nidus",6,FALSE,3147603,"Aspleniaceae","Asplenium","Perennial","Non-Woody","Non-Woody","Perennial",2,6547.38300307135,"Accepted",3147603,"Asplenium nidus",NA
"Asplenium ruta-muraria",10,TRUE,3145884,"Aspleniaceae","Asplenium","Perennial","Non-Woody","Non-Woody","Perennial",1663,2981158.25255993,"Accepted",3145884,"Asplenium ruta-muraria",NA
"Asplenium scolopendrium",7,TRUE,2929850,"Aspleniaceae","Asplenium","Perennial","Non-Woody","Non-Woody","Perennial",1268,2490383.47394081,"Accepted",2929850,"Asplenium scolopendrium",1820
"Asplenium septentrionale",4,TRUE,3147403,"Aspleniaceae","Asplenium","Perennial","Non-Woody","Non-Woody","Perennial",1081,1838883.32332729,"Accepted",3147403,"Asplenium septentrionale",NA
"Asplenium trichomanes",8,TRUE,3147719,"Aspleniaceae","Asplenium","Perennial","Non-Woody","Non-Woody","Perennial",2004,3576598.1786731,"Accepted",3147719,"Asplenium trichomanes",NA
"Aster alpinus",16,TRUE,3099366,"Asteraceae","Aster","Perennial","Non-Woody","Non-Woody","Perennial",447,874575.966038053,"Accepted",3099366,"Aster alpinus",1967
"Aster amellus",37,TRUE,3099441,"Asteraceae","Aster","Perennial","Non-Woody","Non-Woody","Perennial",914,1825336.9102585,"Accepted",3099441,"Aster amellus",1807
"Aster bellidiastrum",20,TRUE,3099482,"Asteraceae","Aster","Perennial","Non-Woody","Non-Woody","Perennial",5901,8617407.84018205,"Accepted",3099482,"Aster bellidiastrum",NA
"Aster indicus var. indicus",1,FALSE,3267009,"Asteraceae","Aster",NA,NA,"Non-Woody","Perennial",5901,8617407.84018205,"Accepted",3267009,"Aster indicus var. indicus",NA
"Asteriscus aquaticus",5,TRUE,3114007,"Asteraceae","Asteriscus","Annual","Non-Woody","Non-Woody","Annual",211,513755.381296311,"Accepted",3114007,"Asteriscus aquaticus",1909
"Asteriscus graveolens",1,FALSE,3114018,"Asteraceae","Asteriscus","Perennial","Woody","Woody","Perennial",1,409.8701150774,"Accepted",3114018,"Asteriscus graveolens",NA
"Asteriscus graveolens subsp. stenophyllus",1,FALSE,3114043,"Asteraceae","Asteriscus",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA
"Asteriscus imbricatus",1,FALSE,3114050,"Asteraceae","Asteriscus",NA,NA,"Woody","Perennial",1,946.323421394446,"Accepted",3114050,"Asteriscus imbricatus",NA
"Asteriscus sericeus",6,FALSE,3114066,"Asteraceae","Asteriscus","Perennial","Woody","Woody","Perennial",2,6099.72969242451,"Accepted",3114066,"Asteriscus sericeus",NA
"Astilbe grandis",1,FALSE,2656751,"Saxifragaceae","Astilbe","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Astilbe japonica",2,FALSE,2656758,"Saxifragaceae","Astilbe","Perennial","Non-Woody","Non-Woody","Perennial",67,104733.708743339,"Accepted",2656758,"Astilbe japonica",1850
"Astilbe rubra",1,FALSE,2656798,"Saxifragaceae","Astilbe","Perennial","Non-Woody","Non-Woody","Perennial",23,36653.7458520359,"Accepted",2656798,"Astilbe rubra",1906
"Astilbe simplicifolia",1,FALSE,2656804,"Saxifragaceae","Astilbe","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Astragalus aduncus",1,FALSE,2657215,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Astragalus albicaulis",5,TRUE,2657302,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",83,170182.039166003,"Accepted",2657302,"Astragalus albicaulis",NA
"Astragalus alopecuroides",1,TRUE,2657346,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",92,267955.38422632,"Accepted",2657346,"Astragalus alopecuroides",1872
"Astragalus alopecurus",1,TRUE,2657351,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",24,46628.6389833806,"Accepted",2657351,"Astragalus alopecurus",NA
"Astragalus alpinus",25,TRUE,2657354,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",874,851846.120283949,"Accepted",2657354,"Astragalus alpinus",2005
"Astragalus alpinus var. alpinus",1,TRUE,3241594,"Fabaceae","Astragalus",NA,NA,"Non-Woody","Perennial",874,851846.120283949,"Accepted",3241594,"Astragalus alpinus var. alpinus",NA
"Astragalus amoenus",1,FALSE,2657418,"Fabaceae","Astragalus",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Astragalus angustifolius",3,TRUE,2657491,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",17,35314.3312203177,"Accepted",2657491,"Astragalus angustifolius",NA
"Astragalus arbuscula",1,FALSE,2657569,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Astragalus arenarius",15,TRUE,2657579,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",221,335290.598206213,"Accepted",2657579,"Astragalus arenarius",NA
"Astragalus armatus",1,FALSE,2657625,"Fabaceae","Astragalus","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Astragalus arnacantha",1,TRUE,2657629,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",6,9180.26106863784,"Accepted",2657629,"Astragalus arnacantha",NA
"Astragalus asper",8,TRUE,2657669,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",91,166675.999745975,"Accepted",2657669,"Astragalus asper",NA
"Astragalus australis",8,TRUE,2657734,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",134,245190.244371565,"Accepted",2657734,"Astragalus australis",NA
"Astragalus austriacus",9,TRUE,2657743,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",309,629070.863500031,"Accepted",2657743,"Astragalus austriacus",NA
"Astragalus baionensis",2,TRUE,2657805,"Fabaceae","Astragalus","Perennial","Non-Woody","Non-Woody","Perennial",17,32291.5898145357,"Accepted",2657805,"Astragalus baionensis",NA
"Astragalus balearicus",1,TRUE,2657824,"Fabaceae","Astragalus","Perennial","Woody","Woody","Perennial",8,4280.76825387745,"Accepted",2657824,"Astragalus balearicus",NA
"Astragalus boeticus",4,TRUE,2657983,"Fabaceae","Astragalus","Annual","Non-Woody","Non-Woody","Annual",87,144640.878695439,"Accepted",2657983,"Astragalus boeticus",1897
