"taxon_name","n","native_to_europe","wcvp_accepted_id","family","genus","LifeCycle","Woodiness","woodiness","lifecycle"
"Cota triumfetti",3,TRUE,3111322,"Asteraceae","Cota","Perennial","Non-Woody","Non-Woody","Perennial"
"Cotinus coggygria",35,TRUE,2739996,"Anacardiaceae","Cotinus","Perennial","Woody","Woody","Perennial"
"Cotoneaster acutifolius",2,FALSE,2943947,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster affinis",1,FALSE,2943965,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster bullatus",2,FALSE,2941016,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster coriaceus",1,FALSE,2941144,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster dammeri",7,FALSE,2941160,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster divaricatus",1,FALSE,2944056,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster franchetii",6,FALSE,2944091,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster frigidus",1,FALSE,2944095,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster glaucophyllus",2,FALSE,2944119,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster granatensis",1,TRUE,2944133,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster horizontalis",20,FALSE,2944156,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster integerrimus",41,TRUE,2944191,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster laxiflorus",11,TRUE,2944255,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster microphyllus",4,FALSE,2944303,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster multiflorus",5,TRUE,2944344,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster nebrodensis",6,TRUE,2944364,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster niger",3,TRUE,2944378,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster nummularius",5,TRUE,2944403,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster racemiflorus",2,FALSE,2913034,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster salicifolius",5,FALSE,2944545,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster simonsii",2,FALSE,2944574,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster sternianus",1,FALSE,2944591,"Rosaceae","Cotoneaster","Perennial","Woody","Woody","Perennial"
"Cotoneaster tomentosus",14,TRUE,2944632,"Rosaceae","Cotoneaster",NA,NA,"Woody","Perennial"
"Cotula australis",1,FALSE,3105055,"Asteraceae","Cotula","Annual","Non-Woody","Non-Woody","Annual"
"Cotula barbata",2,FALSE,3105057,"Asteraceae","Cotula","Annual","Non-Woody","Non-Woody","Annual"
"Cotula coronopifolia",2,FALSE,3105066,"Asteraceae","Cotula",NA,"Non-Woody","Non-Woody","Annual"
"Cotula nigellifolia",1,FALSE,3105190,"Asteraceae","Cotula",NA,"Non-Woody","Non-Woody","Annual"
"Cotula turbinata",4,FALSE,3105217,"Asteraceae","Cotula","Annual","Non-Woody","Non-Woody","Annual"
"Cotyledon orbiculata",2,FALSE,2740248,"Crassulaceae","Cotyledon","Perennial","Woody","Woody","Perennial"
"Cousinia cynaroides",1,FALSE,3042921,"Asteraceae","Cousinia",NA,NA,"Non-Woody","Perennial"
"Cousinia foliosa",1,FALSE,3042975,"Asteraceae","Cousinia",NA,NA,"Non-Woody","Perennial"
"Cousinia libanotica",2,FALSE,3043946,"Asteraceae","Cousinia","Perennial",NA,"Non-Woody","Perennial"
"Cousinia macroptera",2,FALSE,3044035,"Asteraceae","Cousinia",NA,NA,"Non-Woody","Perennial"
"Cousinia microcarpa",1,FALSE,3044054,"Asteraceae","Cousinia",NA,"Non-Woody","Non-Woody","Perennial"
"Cousinia urumiensis",1,FALSE,3044433,"Asteraceae","Cousinia",NA,NA,"Non-Woody","Perennial"
"Crambe cordifolia",4,FALSE,2741254,"Brassicaceae","Crambe","Perennial","Non-Woody","Non-Woody","Perennial"
"Crambe gigantea",1,FALSE,2741272,"Brassicaceae","Crambe","Perennial",NA,"Non-Woody","Perennial"
"Crambe gomeraea",1,FALSE,2741275,"Brassicaceae","Crambe",NA,NA,"Non-Woody","Perennial"
"Crambe hispanica subsp. abyssinica",4,FALSE,2741282,"Brassicaceae","Crambe",NA,NA,"Non-Woody","Perennial"
"Crambe koktebelica",5,TRUE,2741294,"Brassicaceae","Crambe","Perennial","Non-Woody","Non-Woody","Perennial"
"Crambe maritima",21,TRUE,2741304,"Brassicaceae","Crambe","Perennial","Non-Woody","Non-Woody","Perennial"
"Crambe orientalis",10,FALSE,2741307,"Brassicaceae","Crambe","Perennial","Non-Woody","Non-Woody","Perennial"
"Crambe pritzelii",1,FALSE,2741319,"Brassicaceae","Crambe","Perennial",NA,"Non-Woody","Perennial"
"Crambe steveniana",1,TRUE,2741330,"Brassicaceae","Crambe","Perennial","Non-Woody","Non-Woody","Perennial"
"Crambe strigosa",4,FALSE,2741331,"Brassicaceae","Crambe",NA,"Non-Woody","Non-Woody","Perennial"
"Crambe tataria",16,TRUE,2741339,"Brassicaceae","Crambe","Perennial","Non-Woody","Non-Woody","Perennial"
"Crambe tataria var. aspera",1,TRUE,2741340,"Brassicaceae","Crambe",NA,NA,"Non-Woody","Perennial"
"Crassula arborescens",2,FALSE,2741502,"Crassulaceae","Crassula","Perennial","Non-Woody","Non-Woody","Perennial"
"Crassula coccinea",1,FALSE,2741593,"Crassulaceae","Crassula","Perennial","Non-Woody","Non-Woody","Perennial"
"Crassula cooperi",2,FALSE,2741623,"Crassulaceae","Crassula","Perennial","Non-Woody","Non-Woody","Perennial"
"Crassula ovata",4,FALSE,2741970,"Crassulaceae","Crassula","Perennial","Woody","Woody","Perennial"
"Crataegus azarolus",22,TRUE,2907721,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus chlorocarpa",2,TRUE,2945152,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus chrysocarpa",2,FALSE,2945159,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus coccinea",10,FALSE,2945189,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus coccinea var. coccinea",1,FALSE,3265858,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus coccinioides",1,FALSE,2945215,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus crus-galli",14,FALSE,2945308,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus dahurica",1,FALSE,2941440,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus douglasii",3,FALSE,2945426,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus flava",1,FALSE,2945552,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus germanica",68,TRUE,2945635,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus heldreichii",1,TRUE,2945717,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus intricata",2,FALSE,2945835,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus laciniata",7,TRUE,2945901,"Rosaceae","Crataegus",NA,NA,"Woody","Perennial"
"Crataegus laevigata",82,TRUE,2921981,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus maximowiczii",1,FALSE,2946115,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus meyeri",2,TRUE,2946153,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus microphylla",2,TRUE,2946160,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus mollis",5,FALSE,2946180,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus monogyna",239,TRUE,2921984,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus nigra",5,TRUE,2921985,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus orientalis",14,TRUE,2946496,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus orientalis subsp. szovitsii",1,TRUE,2946506,"Rosaceae","Crataegus",NA,NA,"Woody","Perennial"
"Crataegus pallasii",2,TRUE,2946743,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus pentagyna",10,TRUE,2921986,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus pinnatifida",2,FALSE,3257066,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus pseudoheterophylla",1,FALSE,2946964,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus punctata",2,FALSE,2946988,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus rhipidophylla",69,TRUE,2947081,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus rivularis",4,FALSE,2947095,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus sanguinea",7,TRUE,2947173,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus spathulata",3,FALSE,2947308,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus submollis",2,FALSE,2947364,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus succulenta",1,FALSE,2947380,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus tanacetifolia",3,FALSE,2947404,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus viridis",2,FALSE,2947585,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus × macrocarpa",7,TRUE,2946070,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crataegus × media",1,TRUE,2946119,"Rosaceae","Crataegus","Perennial","Woody","Woody","Perennial"
"Crepis aculeata",1,FALSE,3056604,"Asteraceae","Crepis","Annual","Non-Woody","Non-Woody","Annual"
"Crepis albida",3,TRUE,3056614,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis albida subsp. asturica",1,TRUE,3056629,"Asteraceae","Crepis",NA,NA,"Non-Woody","Perennial"
"Crepis albida subsp. scorzoneroides",1,TRUE,3056633,"Asteraceae","Crepis",NA,NA,"Non-Woody","Perennial"
"Crepis alpestris",4,TRUE,3056649,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis alpina",2,TRUE,3056659,"Asteraceae","Crepis","Annual","Non-Woody","Non-Woody","Annual"
"Crepis aspera",2,TRUE,3056689,"Asteraceae","Crepis","Annual","Non-Woody","Non-Woody","Annual"
"Crepis aurea",3,TRUE,3200657,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis bellidifolia",2,TRUE,3056731,"Asteraceae","Crepis","Perennial",NA,"Non-Woody","Perennial"
"Crepis biennis",79,TRUE,3056749,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis bursifolia",2,TRUE,3056757,"Asteraceae","Crepis","Perennial",NA,"Non-Woody","Perennial"
"Crepis canariensis",1,FALSE,3056762,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis capillaris",35,TRUE,3056794,"Asteraceae","Crepis","Annual","Non-Woody","Non-Woody","Annual"
"Crepis conyzifolia",11,TRUE,3200675,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis dioscoridis",1,TRUE,3056923,"Asteraceae","Crepis","Annual","Non-Woody","Non-Woody","Annual"
"Crepis foetida",17,TRUE,3056855,"Asteraceae","Crepis","Annual","Non-Woody","Non-Woody","Annual"
"Crepis foetida subsp. foetida",2,TRUE,3056981,"Asteraceae","Crepis",NA,NA,"Non-Woody","Perennial"
"Crepis foetida subsp. rhoeadifolia",7,TRUE,3056990,"Asteraceae","Crepis",NA,NA,"Non-Woody","Perennial"
"Crepis fraasii",1,TRUE,3056992,"Asteraceae","Crepis","Perennial",NA,"Non-Woody","Perennial"
"Crepis froelichiana",1,TRUE,3057007,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis froelichiana subsp. dinarica",2,TRUE,3057016,"Asteraceae","Crepis",NA,NA,"Non-Woody","Perennial"
"Crepis hierosolymitana",1,FALSE,3057030,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis jacquinii",3,TRUE,3057052,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis jacquinii subsp. kerneri",1,TRUE,3057064,"Asteraceae","Crepis",NA,NA,"Non-Woody","Perennial"
"Crepis lacera",1,TRUE,3057077,"Asteraceae","Crepis","Perennial",NA,"Non-Woody","Perennial"
"Crepis lampsanoides",5,TRUE,3057093,"Asteraceae","Crepis","Perennial",NA,"Non-Woody","Perennial"
"Crepis leontodontoides",3,TRUE,3057103,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis micrantha",3,TRUE,3056331,"Asteraceae","Crepis","Annual","Non-Woody","Non-Woody","Annual"
"Crepis mollis",5,TRUE,3057150,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis mollis subsp. succisifolia",4,TRUE,3240142,"Asteraceae","Crepis",NA,NA,"Non-Woody","Perennial"
"Crepis neglecta",3,TRUE,3057182,"Asteraceae","Crepis","Annual","Non-Woody","Non-Woody","Annual"
"Crepis nicaeensis",4,TRUE,3057213,"Asteraceae","Crepis","Annual","Non-Woody","Non-Woody","Annual"
"Crepis palaestina",2,FALSE,3057241,"Asteraceae","Crepis","Annual","Non-Woody","Non-Woody","Annual"
"Crepis paludosa",25,TRUE,3056336,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis pannonica",4,TRUE,3056338,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis pantocsekii",1,TRUE,3057292,"Asteraceae","Crepis",NA,NA,"Non-Woody","Perennial"
"Crepis pontana",3,TRUE,3057312,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis praemorsa",9,TRUE,3057315,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis pulchra",6,TRUE,3057331,"Asteraceae","Crepis","Annual","Non-Woody","Non-Woody","Annual"
"Crepis pygmaea",2,TRUE,3057364,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis pyrenaica",7,TRUE,3057259,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis rubra",5,TRUE,3057423,"Asteraceae","Crepis","Annual","Non-Woody","Non-Woody","Annual"
"Crepis sancta",6,TRUE,3057483,"Asteraceae","Crepis","Annual","Non-Woody","Non-Woody","Annual"
"Crepis sancta subsp. nemausensis",1,TRUE,3241345,"Asteraceae","Crepis",NA,NA,"Non-Woody","Perennial"
"Crepis senecioides",1,FALSE,3057547,"Asteraceae","Crepis","Annual","Non-Woody","Non-Woody","Annual"
"Crepis setosa",9,TRUE,3057553,"Asteraceae","Crepis","Annual","Non-Woody","Non-Woody","Annual"
"Crepis sibirica",3,TRUE,3057564,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis smyrnaea",1,TRUE,3057569,"Asteraceae","Crepis",NA,NA,"Non-Woody","Perennial"
"Crepis sonchifolia",1,FALSE,3057572,"Asteraceae","Crepis","Perennial",NA,"Non-Woody","Perennial"
"Crepis tectorum",30,TRUE,3057603,"Asteraceae","Crepis","Annual","Non-Woody","Non-Woody","Annual"
"Crepis triasii",3,TRUE,3057623,"Asteraceae","Crepis","Perennial","Non-Woody","Non-Woody","Perennial"
"Crepis vesicaria",18,TRUE,3057634,"Asteraceae","Crepis",NA,"Non-Woody","Non-Woody","Perennial"
"Crepis vesicaria subsp. andryaloides",2,FALSE,3057640,"Asteraceae","Crepis",NA,NA,"Non-Woody","Perennial"
"Crepis vesicaria subsp. taraxacifolia",18,TRUE,3057708,"Asteraceae","Crepis",NA,NA,"Non-Woody","Perennial"
"Crepis viscidula",2,TRUE,3057709,"Asteraceae","Crepis","Perennial",NA,"Non-Woody","Perennial"
"Crepis zacintha",1,TRUE,3057472,"Asteraceae","Crepis","Annual","Non-Woody","Non-Woody","Annual"
"Cressa cretica",2,TRUE,484870,"Convolvulaceae","Cressa","Perennial","Non-Woody","Non-Woody","Perennial"
"Crithmum maritimum",21,TRUE,2742910,"Apiaceae","Crithmum",NA,NA,NA,NA
"Crithopsis delileana",1,TRUE,405930,"Poaceae","Crithopsis","Annual","Non-Woody","Non-Woody","Annual"
"Crocus angustifolius",1,TRUE,327130,"Iridaceae","Crocus","Perennial","Non-Woody","Non-Woody","Perennial"
"Crocus biflorus",1,TRUE,327161,"Iridaceae","Crocus","Perennial","Non-Woody","Non-Woody","Perennial"
"Crocus nudiflorus",1,TRUE,327378,"Iridaceae","Crocus","Perennial","Non-Woody","Non-Woody","Perennial"
"Crocus pallasii",1,TRUE,327401,"Iridaceae","Crocus","Perennial","Non-Woody","Non-Woody","Perennial"
"Crocus reticulatus",1,TRUE,327436,"Iridaceae","Crocus","Perennial","Non-Woody","Non-Woody","Perennial"
"Crocus sativus",1,TRUE,327454,"Iridaceae","Crocus","Perennial","Non-Woody","Non-Woody","Perennial"
"Crocus veluchensis",1,TRUE,327778,"Iridaceae","Crocus","Perennial","Non-Woody","Non-Woody","Perennial"
"Crocus vernus",6,TRUE,327781,"Iridaceae","Crocus","Perennial","Non-Woody","Non-Woody","Perennial"
"Crocus versicolor",1,TRUE,327787,"Iridaceae","Crocus","Perennial","Non-Woody","Non-Woody","Perennial"
"Crotalaria juncea",1,FALSE,2743867,"Fabaceae","Crotalaria","Annual","Non-Woody","Non-Woody","Annual"
"Crucianella aegyptiaca",1,FALSE,51595,"Rubiaceae","Crucianella",NA,"Non-Woody","Non-Woody","Annual"
"Crucianella angustifolia",4,TRUE,51598,"Rubiaceae","Crucianella","Annual","Non-Woody","Non-Woody","Annual"
"Crucianella latifolia",2,TRUE,51670,"Rubiaceae","Crucianella","Annual","Non-Woody","Non-Woody","Annual"
"Crucianella macrostachya",1,TRUE,51671,"Rubiaceae","Crucianella","Annual","Non-Woody","Non-Woody","Annual"
"Crucianella maritima",14,TRUE,51675,"Rubiaceae","Crucianella","Perennial","Woody","Woody","Perennial"
"Cruciata glabra",14,TRUE,51735,"Rubiaceae","Cruciata","Perennial","Non-Woody","Non-Woody","Perennial"
"Cruciata laevipes",27,TRUE,51752,"Rubiaceae","Cruciata","Perennial","Non-Woody","Non-Woody","Perennial"
"Cruciata pedemontana",1,TRUE,51755,"Rubiaceae","Cruciata","Annual","Non-Woody","Non-Woody","Annual"
"Cruciata taurica",3,TRUE,51765,"Rubiaceae","Cruciata","Perennial","Non-Woody","Non-Woody","Perennial"
"Crupina crupinastrum",5,TRUE,3046095,"Asteraceae","Crupina","Annual","Non-Woody","Non-Woody","Annual"
"Crupina vulgaris",9,TRUE,3046110,"Asteraceae","Crupina","Annual","Non-Woody","Non-Woody","Annual"
"Cryptomeria japonica",7,FALSE,382991,"Cupressaceae","Cryptomeria","Perennial","Woody","Woody","Perennial"
"Cucumis ficifolius",1,FALSE,2746945,"Cucurbitaceae","Cucumis","Perennial","Non-Woody","Non-Woody","Perennial"
"Cucumis melo",22,FALSE,2746992,"Cucurbitaceae","Cucumis","Annual","Non-Woody","Non-Woody","Annual"
"Cucumis metuliferus",1,FALSE,2747009,"Cucurbitaceae","Cucumis","Annual","Non-Woody","Non-Woody","Annual"
"Cucumis myriocarpus",2,FALSE,2747017,"Cucurbitaceae","Cucumis","Annual","Non-Woody","Non-Woody","Annual"
"Cucumis prophetarum",1,FALSE,2747043,"Cucurbitaceae","Cucumis",NA,"Non-Woody","Non-Woody","Annual"
"Cucumis sativus",44,FALSE,2747062,"Cucurbitaceae","Cucumis","Annual","Non-Woody","Non-Woody","Annual"
"Cucurbita ficifolia",3,FALSE,2747136,"Cucurbitaceae","Cucurbita",NA,"Non-Woody","Non-Woody","Annual"
"Cucurbita maxima",12,FALSE,2747160,"Cucurbitaceae","Cucurbita","Annual","Non-Woody","Non-Woody","Annual"
"Cucurbita moschata",3,FALSE,2747174,"Cucurbitaceae","Cucurbita","Annual","Non-Woody","Non-Woody","Annual"
"Cucurbita pepo",18,FALSE,2747186,"Cucurbitaceae","Cucurbita","Annual","Non-Woody","Non-Woody","Annual"
"Cuminum cyminum",1,FALSE,2747364,"Apiaceae","Cuminum","Annual","Non-Woody","Non-Woody","Annual"
"Cunninghamia lanceolata",1,FALSE,383010,"Cupressaceae","Cunninghamia","Perennial","Woody","Woody","Perennial"
"Cupressus atlantica",4,FALSE,383057,"Cupressaceae","Cupressus",NA,NA,"Woody","Perennial"
"Cupressus sempervirens",70,TRUE,383232,"Cupressaceae","Cupressus","Perennial","Woody","Woody","Perennial"
"Curio citriformis",1,FALSE,3079967,"Asteraceae","Curio",NA,"Non-Woody","Non-Woody",NA
"Cuscuta australis",1,TRUE,485237,"Convolvulaceae","Cuscuta","Annual","Non-Woody","Non-Woody","Annual"
"Cuscuta campestris",3,FALSE,485281,"Convolvulaceae","Cuscuta",NA,"Non-Woody","Non-Woody","Annual"
"Cuscuta epilinum",1,FALSE,485520,"Convolvulaceae","Cuscuta","Perennial","Non-Woody","Non-Woody","Perennial"
"Cuscuta epithymum",5,TRUE,485525,"Convolvulaceae","Cuscuta","Annual","Non-Woody","Non-Woody","Annual"
"Cuscuta europaea",7,TRUE,485542,"Convolvulaceae","Cuscuta","Perennial","Non-Woody","Non-Woody","Perennial"
"Cuscuta lupuliformis",3,TRUE,485165,"Convolvulaceae","Cuscuta","Annual","Non-Woody","Non-Woody","Annual"
"Cuscuta palaestina",1,TRUE,485610,"Convolvulaceae","Cuscuta","Annual","Non-Woody","Non-Woody","Annual"
"Cutandia maritima",1,TRUE,406071,"Poaceae","Cutandia","Annual","Non-Woody","Non-Woody","Annual"
"Cycas revoluta",13,FALSE,383421,"Cycadaceae","Cycas","Perennial","Woody","Woody","Perennial"
"Cyclamen cilicium",1,FALSE,2749712,"Primulaceae","Cyclamen","Perennial","Non-Woody","Non-Woody","Perennial"
"Cyclamen graecum",1,TRUE,2749753,"Primulaceae","Cyclamen","Perennial","Non-Woody","Non-Woody","Perennial"
"Cyclamen hederifolium",2,TRUE,2749760,"Primulaceae","Cyclamen","Perennial","Non-Woody","Non-Woody","Perennial"
"Cyclamen persicum",7,TRUE,2749807,"Primulaceae","Cyclamen","Perennial","Non-Woody","Non-Woody","Perennial"
"Cyclamen purpurascens",2,TRUE,2749819,"Primulaceae","Cyclamen","Perennial","Non-Woody","Non-Woody","Perennial"
"Cydonia oblonga",121,TRUE,2921979,"Rosaceae","Cydonia","Perennial","Woody","Woody","Perennial"
"Cymbalaria muralis",12,TRUE,2750549,"Plantaginaceae","Cymbalaria","Perennial","Non-Woody","Non-Woody","Perennial"
"Cymbopogon citratus",2,FALSE,406132,"Poaceae","Cymbopogon","Perennial","Non-Woody","Non-Woody","Perennial"
"Cynanchica aristata",5,TRUE,546871,"Rubiaceae","Cynanchica","Perennial","Non-Woody","Non-Woody","Perennial"
"Cynanchica aristata subsp. scabra",3,TRUE,546879,"Rubiaceae","Cynanchica",NA,NA,"Non-Woody","Perennial"
"Cynanchica breviflora",1,FALSE,546900,"Rubiaceae","Cynanchica",NA,NA,"Non-Woody","Perennial"
"Cynanchica cristata",1,FALSE,546895,"Rubiaceae","Cynanchica",NA,"Non-Woody","Non-Woody","Perennial"
"Cynanchica lutea",1,TRUE,546715,"Rubiaceae","Cynanchica","Perennial",NA,"Non-Woody","Perennial"
"Cynanchica neilreichii",1,TRUE,546749,"Rubiaceae","Cynanchica","Perennial","Non-Woody","Non-Woody","Perennial"
"Cynanchica pestalozzae",1,FALSE,546737,"Rubiaceae","Cynanchica","Perennial",NA,"Non-Woody","Perennial"
"Cynanchica pyrenaica subsp. cynanchica",23,TRUE,546926,"Rubiaceae","Cynanchica","Perennial","Non-Woody","Non-Woody","Perennial"
"Cynanchica pyrenaica subsp. neglecta",1,TRUE,546925,"Rubiaceae","Cynanchica","Perennial",NA,"Non-Woody","Perennial"
"Cynanchum acutum",13,TRUE,503329,"Apocynaceae","Cynanchum","Perennial",NA,NA,"Perennial"
"Cynara baetica",2,TRUE,3041217,"Asteraceae","Cynara",NA,"Non-Woody","Non-Woody","Perennial"
"Cynara cardunculus",43,TRUE,2911920,"Asteraceae","Cynara","Perennial","Non-Woody","Non-Woody","Perennial"
"Cynara cardunculus subsp. cardunculus",46,TRUE,3265625,"Asteraceae","Cynara","Perennial","Non-Woody","Non-Woody","Perennial"
"Cynara cardunculus subsp. flavescens",1,TRUE,2916413,"Asteraceae","Cynara",NA,NA,"Non-Woody","Perennial"
"Cynara humilis",3,TRUE,3041235,"Asteraceae","Cynara",NA,"Non-Woody","Non-Woody","Perennial"
"Cynara syriaca",2,FALSE,3041237,"Asteraceae","Cynara","Perennial","Non-Woody","Non-Woody","Perennial"
"Cynara tournefortii",1,TRUE,3041240,"Asteraceae","Cynara","Perennial","Non-Woody","Non-Woody","Perennial"
"Cynodon dactylon",110,TRUE,406339,"Poaceae","Cynodon",NA,"Non-Woody","Non-Woody",NA
"Cynoglossum amabile",2,FALSE,2751851,"Boraginaceae","Cynoglossum",NA,"Non-Woody","Non-Woody","Perennial"
"Cynoglossum cheirifolium",12,TRUE,2751903,"Boraginaceae","Cynoglossum","Perennial","Non-Woody","Non-Woody","Perennial"
"Cynoglossum clandestinum",2,TRUE,2751910,"Boraginaceae","Cynoglossum",NA,"Non-Woody","Non-Woody","Perennial"
"Cynoglossum creticum",25,TRUE,2751925,"Boraginaceae","Cynoglossum",NA,"Non-Woody","Non-Woody","Perennial"
"Cynoglossum dioscoridis",1,TRUE,2751938,"Boraginaceae","Cynoglossum","Perennial","Non-Woody","Non-Woody","Perennial"
"Cynoglossum germanicum",4,TRUE,2751968,"Boraginaceae","Cynoglossum","Perennial","Non-Woody","Non-Woody","Perennial"
"Cynoglossum magellense",1,TRUE,2752053,"Boraginaceae","Cynoglossum",NA,NA,"Non-Woody","Perennial"
"Cynoglossum montanum",3,TRUE,2752071,"Boraginaceae","Cynoglossum",NA,NA,"Non-Woody","Perennial"
"Cynoglossum officinale",34,TRUE,2752089,"Boraginaceae","Cynoglossum","Perennial","Non-Woody","Non-Woody","Perennial"
"Cynoglottis barrelieri",9,TRUE,2752208,"Boraginaceae","Cynoglottis","Perennial","Non-Woody","Non-Woody","Perennial"
"Cynosurus cristatus",24,TRUE,406467,"Poaceae","Cynosurus","Perennial","Non-Woody","Non-Woody","Perennial"
"Cynosurus echinatus",11,TRUE,406482,"Poaceae","Cynosurus","Annual","Non-Woody","Non-Woody","Annual"
"Cynosurus elegans",5,FALSE,406490,"Poaceae","Cynosurus","Annual","Non-Woody","Non-Woody","Annual"
